"user_id","age","sex","ethnicity","lab","country","trait","stim_id","rating"
"74",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LF-253",7
"75",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LF-254",7
"76",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-207",7
"77",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-210",7
"78",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-211",7
"79",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-214",7.5
"80",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-217",7
"81",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-219",7.5
"82",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-224",7
"83",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-227",8
"84",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-231",7
"85",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-241",7
"86",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-243",7
"87",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-247",6.5
"88",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-250",7.5
"89",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-251",7.5
"90",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","LM-252",7
"91",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-007",8
"92",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-012",7.5
"93",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-015",8
"94",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-020",7.5
"95",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-030",7.5
"96",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-031",7.5
"97",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-205",7
"98",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-208",8
"99",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-210",7
"100",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-211",7.5
"101",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-215",6.5
"102",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-220",8
"103",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-226",7
"104",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-242",8
"105",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WF-252",7
"106",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-003",7
"107",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-009",8
"108",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-016",7
"109",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-039",7
"110",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-211",7.5
"111",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-213",7.5
"112",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-216",7.5
"113",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-217",7
"114",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-229",7
"115",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-236",6.5
"116",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-237",8
"117",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-242",7
"118",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-243",7
"119",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-244",7
"120",8906,"25","m","Mestizo","MEX_002","MX","trustworthy","WM-256",8
"121",9010,"25","m","NA","MEX_002","MX","aggressive","AF-203",1
"122",9010,"25","m","NA","MEX_002","MX","aggressive","AF-204",3
"123",9010,"25","m","NA","MEX_002","MX","aggressive","AF-205",2
"124",9010,"25","m","NA","MEX_002","MX","aggressive","AF-209",2
"125",9010,"25","m","NA","MEX_002","MX","aggressive","AF-211",2
"126",9010,"25","m","NA","MEX_002","MX","aggressive","AF-212",3
"127",9010,"25","m","NA","MEX_002","MX","aggressive","AF-222",2
"128",9010,"25","m","NA","MEX_002","MX","aggressive","AF-224",3
"129",9010,"25","m","NA","MEX_002","MX","aggressive","AF-228",3
"130",9010,"25","m","NA","MEX_002","MX","aggressive","AF-229",2
"131",9010,"25","m","NA","MEX_002","MX","aggressive","AF-230",2
"132",9010,"25","m","NA","MEX_002","MX","aggressive","AF-245",2
"133",9010,"25","m","NA","MEX_002","MX","aggressive","AF-248",5
"134",9010,"25","m","NA","MEX_002","MX","aggressive","AF-250",3
"135",9010,"25","m","NA","MEX_002","MX","aggressive","AF-255",6
"136",9010,"25","m","NA","MEX_002","MX","aggressive","AM-201",3
"137",9010,"25","m","NA","MEX_002","MX","aggressive","AM-202",4
"138",9010,"25","m","NA","MEX_002","MX","aggressive","AM-204",1
"139",9010,"25","m","NA","MEX_002","MX","aggressive","AM-205",1
"140",9010,"25","m","NA","MEX_002","MX","aggressive","AM-209",2
"141",9010,"25","m","NA","MEX_002","MX","aggressive","AM-210",1.5
"142",9010,"25","m","NA","MEX_002","MX","aggressive","AM-211",4
"143",9010,"25","m","NA","MEX_002","MX","aggressive","AM-225",5
"144",9010,"25","m","NA","MEX_002","MX","aggressive","AM-229",6
"145",9010,"25","m","NA","MEX_002","MX","aggressive","AM-231",2
"146",9010,"25","m","NA","MEX_002","MX","aggressive","AM-237",5
"147",9010,"25","m","NA","MEX_002","MX","aggressive","AM-238",3
"148",9010,"25","m","NA","MEX_002","MX","aggressive","AM-243",4
"149",9010,"25","m","NA","MEX_002","MX","aggressive","AM-246",2
"150",9010,"25","m","NA","MEX_002","MX","aggressive","AM-250",5
"151",9010,"25","m","NA","MEX_002","MX","aggressive","BF-003",2
"152",9010,"25","m","NA","MEX_002","MX","aggressive","BF-004",6
"153",9010,"25","m","NA","MEX_002","MX","aggressive","BF-005",4
"154",9010,"25","m","NA","MEX_002","MX","aggressive","BF-007",2
"155",9010,"25","m","NA","MEX_002","MX","aggressive","BF-008",2
"156",9010,"25","m","NA","MEX_002","MX","aggressive","BF-018",3
"157",9010,"25","m","NA","MEX_002","MX","aggressive","BF-020",7
"158",9010,"25","m","NA","MEX_002","MX","aggressive","BF-035",5
"159",9010,"25","m","NA","MEX_002","MX","aggressive","BF-047",8
"160",9010,"25","m","NA","MEX_002","MX","aggressive","BF-201",3
"161",9010,"25","m","NA","MEX_002","MX","aggressive","BF-210",3
"162",9010,"25","m","NA","MEX_002","MX","aggressive","BF-241",3
"163",9010,"25","m","NA","MEX_002","MX","aggressive","BF-244",2
"164",9010,"25","m","NA","MEX_002","MX","aggressive","BF-247",4
"165",9010,"25","m","NA","MEX_002","MX","aggressive","BF-250",5
"166",9010,"25","m","NA","MEX_002","MX","aggressive","BM-002",6
"167",9010,"25","m","NA","MEX_002","MX","aggressive","BM-017",7
"168",9010,"25","m","NA","MEX_002","MX","aggressive","BM-027",2
"169",9010,"25","m","NA","MEX_002","MX","aggressive","BM-030",4
"170",9010,"25","m","NA","MEX_002","MX","aggressive","BM-032",5
"171",9010,"25","m","NA","MEX_002","MX","aggressive","BM-040",1
"172",9010,"25","m","NA","MEX_002","MX","aggressive","BM-202",1
"173",9010,"25","m","NA","MEX_002","MX","aggressive","BM-210",3
"174",9010,"25","m","NA","MEX_002","MX","aggressive","BM-211",6
"175",9010,"25","m","NA","MEX_002","MX","aggressive","BM-219",3
"176",9010,"25","m","NA","MEX_002","MX","aggressive","BM-226",2
"177",9010,"25","m","NA","MEX_002","MX","aggressive","BM-227",8
"178",9010,"25","m","NA","MEX_002","MX","aggressive","BM-238",8
"179",9010,"25","m","NA","MEX_002","MX","aggressive","BM-250",4
"180",9010,"25","m","NA","MEX_002","MX","aggressive","BM-253",5
"181",9010,"25","m","NA","MEX_002","MX","aggressive","LF-202",2
"182",9010,"25","m","NA","MEX_002","MX","aggressive","LF-206",8
"183",9010,"25","m","NA","MEX_002","MX","aggressive","LF-208",3
"184",9010,"25","m","NA","MEX_002","MX","aggressive","LF-209",1
"185",9010,"25","m","NA","MEX_002","MX","aggressive","LF-210",2
"186",9010,"25","m","NA","MEX_002","MX","aggressive","LF-213",2
"187",9010,"25","m","NA","MEX_002","MX","aggressive","LF-216",4
"188",9010,"25","m","NA","MEX_002","MX","aggressive","LF-219",6
"189",9010,"25","m","NA","MEX_002","MX","aggressive","LF-220",1
"190",9010,"25","m","NA","MEX_002","MX","aggressive","LF-226",6
"191",9010,"25","m","NA","MEX_002","MX","aggressive","LF-228",2
"192",9010,"25","m","NA","MEX_002","MX","aggressive","LF-235",3
"193",9010,"25","m","NA","MEX_002","MX","aggressive","LF-241",2
"194",9010,"25","m","NA","MEX_002","MX","aggressive","LF-253",2
"195",9010,"25","m","NA","MEX_002","MX","aggressive","LF-254",6
"196",9010,"25","m","NA","MEX_002","MX","aggressive","LM-207",2
"197",9010,"25","m","NA","MEX_002","MX","aggressive","LM-210",7
"198",9010,"25","m","NA","MEX_002","MX","aggressive","LM-211",1
"199",9010,"25","m","NA","MEX_002","MX","aggressive","LM-214",1
"200",9010,"25","m","NA","MEX_002","MX","aggressive","LM-217",4
"201",9010,"25","m","NA","MEX_002","MX","aggressive","LM-219",2
"202",9010,"25","m","NA","MEX_002","MX","aggressive","LM-224",8
"203",9010,"25","m","NA","MEX_002","MX","aggressive","LM-227",4
"204",9010,"25","m","NA","MEX_002","MX","aggressive","LM-231",2
"205",9010,"25","m","NA","MEX_002","MX","aggressive","LM-241",1
"206",9010,"25","m","NA","MEX_002","MX","aggressive","LM-243",1
"207",9010,"25","m","NA","MEX_002","MX","aggressive","LM-247",7
"208",9010,"25","m","NA","MEX_002","MX","aggressive","LM-250",5
"209",9010,"25","m","NA","MEX_002","MX","aggressive","LM-251",3
"210",9010,"25","m","NA","MEX_002","MX","aggressive","LM-252",7
"211",9010,"25","m","NA","MEX_002","MX","aggressive","WF-007",2.5
"212",9010,"25","m","NA","MEX_002","MX","aggressive","WF-012",5
"213",9010,"25","m","NA","MEX_002","MX","aggressive","WF-015",5
"214",9010,"25","m","NA","MEX_002","MX","aggressive","WF-020",2
"215",9010,"25","m","NA","MEX_002","MX","aggressive","WF-030",2
"216",9010,"25","m","NA","MEX_002","MX","aggressive","WF-031",3
"217",9010,"25","m","NA","MEX_002","MX","aggressive","WF-205",6
"218",9010,"25","m","NA","MEX_002","MX","aggressive","WF-208",2
"219",9010,"25","m","NA","MEX_002","MX","aggressive","WF-210",3
"220",9010,"25","m","NA","MEX_002","MX","aggressive","WF-211",1
"221",9010,"25","m","NA","MEX_002","MX","aggressive","WF-215",7
"222",9010,"25","m","NA","MEX_002","MX","aggressive","WF-220",2
"223",9010,"25","m","NA","MEX_002","MX","aggressive","WF-226",2
"224",9010,"25","m","NA","MEX_002","MX","aggressive","WF-242",2
"225",9010,"25","m","NA","MEX_002","MX","aggressive","WF-252",3
"226",9010,"25","m","NA","MEX_002","MX","aggressive","WM-003",8
"227",9010,"25","m","NA","MEX_002","MX","aggressive","WM-009",2
"228",9010,"25","m","NA","MEX_002","MX","aggressive","WM-016",8
"229",9010,"25","m","NA","MEX_002","MX","aggressive","WM-039",1
"230",9010,"25","m","NA","MEX_002","MX","aggressive","WM-211",5
"231",9010,"25","m","NA","MEX_002","MX","aggressive","WM-213",4
"232",9010,"25","m","NA","MEX_002","MX","aggressive","WM-216",1
"233",9010,"25","m","NA","MEX_002","MX","aggressive","WM-217",1
"234",9010,"25","m","NA","MEX_002","MX","aggressive","WM-229",5
"235",9010,"25","m","NA","MEX_002","MX","aggressive","WM-236",2
"236",9010,"25","m","NA","MEX_002","MX","aggressive","WM-237",5
"237",9010,"25","m","NA","MEX_002","MX","aggressive","WM-242",7
"238",9010,"25","m","NA","MEX_002","MX","aggressive","WM-243",8
"239",9010,"25","m","NA","MEX_002","MX","aggressive","WM-244",4
"240",9010,"25","m","NA","MEX_002","MX","aggressive","WM-256",7
"241",9011,"52","m","NA","MEX_002","MX","emostable","AF-203",7
"242",9011,"52","m","NA","MEX_002","MX","emostable","AF-204",6
"243",9011,"52","m","NA","MEX_002","MX","emostable","AF-205",6
"244",9011,"52","m","NA","MEX_002","MX","emostable","AF-209",7
"245",9011,"52","m","NA","MEX_002","MX","emostable","AF-211",6
"246",9011,"52","m","NA","MEX_002","MX","emostable","AF-212",5
"247",9011,"52","m","NA","MEX_002","MX","emostable","AF-222",6
"248",9011,"52","m","NA","MEX_002","MX","emostable","AF-224",3
"249",9011,"52","m","NA","MEX_002","MX","emostable","AF-228",6
"250",9011,"52","m","NA","MEX_002","MX","emostable","AF-229",8
"251",9011,"52","m","NA","MEX_002","MX","emostable","AF-230",8
"252",9011,"52","m","NA","MEX_002","MX","emostable","AF-245",6
"253",9011,"52","m","NA","MEX_002","MX","emostable","AF-248",7
"254",9011,"52","m","NA","MEX_002","MX","emostable","AF-250",8
"255",9011,"52","m","NA","MEX_002","MX","emostable","AF-255",8
"256",9011,"52","m","NA","MEX_002","MX","emostable","AM-201",2
"257",9011,"52","m","NA","MEX_002","MX","emostable","AM-202",3
"258",9011,"52","m","NA","MEX_002","MX","emostable","AM-204",6
"259",9011,"52","m","NA","MEX_002","MX","emostable","AM-205",6
"260",9011,"52","m","NA","MEX_002","MX","emostable","AM-209",8
"261",9011,"52","m","NA","MEX_002","MX","emostable","AM-210",6
"262",9011,"52","m","NA","MEX_002","MX","emostable","AM-211",4
"263",9011,"52","m","NA","MEX_002","MX","emostable","AM-225",6
"264",9011,"52","m","NA","MEX_002","MX","emostable","AM-229",6
"265",9011,"52","m","NA","MEX_002","MX","emostable","AM-231",8
"266",9011,"52","m","NA","MEX_002","MX","emostable","AM-237",6
"267",9011,"52","m","NA","MEX_002","MX","emostable","AM-238",6
"268",9011,"52","m","NA","MEX_002","MX","emostable","AM-243",7
"269",9011,"52","m","NA","MEX_002","MX","emostable","AM-246",8
"270",9011,"52","m","NA","MEX_002","MX","emostable","AM-250",8
"271",9011,"52","m","NA","MEX_002","MX","emostable","BF-003",7
"272",9011,"52","m","NA","MEX_002","MX","emostable","BF-004",5
"273",9011,"52","m","NA","MEX_002","MX","emostable","BF-005",8
"274",9011,"52","m","NA","MEX_002","MX","emostable","BF-007",7
"275",9011,"52","m","NA","MEX_002","MX","emostable","BF-008",5
"276",9011,"52","m","NA","MEX_002","MX","emostable","BF-018",8
"277",9011,"52","m","NA","MEX_002","MX","emostable","BF-020",8
"278",9011,"52","m","NA","MEX_002","MX","emostable","BF-035",7
"279",9011,"52","m","NA","MEX_002","MX","emostable","BF-047",6
"280",9011,"52","m","NA","MEX_002","MX","emostable","BF-201",8
"281",9011,"52","m","NA","MEX_002","MX","emostable","BF-210",8
"282",9011,"52","m","NA","MEX_002","MX","emostable","BF-241",8
"283",9011,"52","m","NA","MEX_002","MX","emostable","BF-244",7
"284",9011,"52","m","NA","MEX_002","MX","emostable","BF-247",7
"285",9011,"52","m","NA","MEX_002","MX","emostable","BF-250",8
"286",9011,"52","m","NA","MEX_002","MX","emostable","BM-002",8
"287",9011,"52","m","NA","MEX_002","MX","emostable","BM-017",6
"288",9011,"52","m","NA","MEX_002","MX","emostable","BM-027",8
"289",9011,"52","m","NA","MEX_002","MX","emostable","BM-030",8
"290",9011,"52","m","NA","MEX_002","MX","emostable","BM-032",6
"291",9011,"52","m","NA","MEX_002","MX","emostable","BM-040",8
"292",9011,"52","m","NA","MEX_002","MX","emostable","BM-202",4
"293",9011,"52","m","NA","MEX_002","MX","emostable","BM-210",8
"294",9011,"52","m","NA","MEX_002","MX","emostable","BM-211",7
"295",9011,"52","m","NA","MEX_002","MX","emostable","BM-219",5
"296",9011,"52","m","NA","MEX_002","MX","emostable","BM-226",6
"297",9011,"52","m","NA","MEX_002","MX","emostable","BM-227",6
"298",9011,"52","m","NA","MEX_002","MX","emostable","BM-238",6
"299",9011,"52","m","NA","MEX_002","MX","emostable","BM-250",9
"300",9011,"52","m","NA","MEX_002","MX","emostable","BM-253",5
"301",9011,"52","m","NA","MEX_002","MX","emostable","LF-202",7
"302",9011,"52","m","NA","MEX_002","MX","emostable","LF-206",6
"303",9011,"52","m","NA","MEX_002","MX","emostable","LF-208",6
"304",9011,"52","m","NA","MEX_002","MX","emostable","LF-209",8
"305",9011,"52","m","NA","MEX_002","MX","emostable","LF-210",6
"306",9011,"52","m","NA","MEX_002","MX","emostable","LF-213",8
"307",9011,"52","m","NA","MEX_002","MX","emostable","LF-216",8
"308",9011,"52","m","NA","MEX_002","MX","emostable","LF-219",8
"309",9011,"52","m","NA","MEX_002","MX","emostable","LF-220",8
"310",9011,"52","m","NA","MEX_002","MX","emostable","LF-226",7
"311",9011,"52","m","NA","MEX_002","MX","emostable","LF-228",8
"312",9011,"52","m","NA","MEX_002","MX","emostable","LF-235",8
"313",9011,"52","m","NA","MEX_002","MX","emostable","LF-241",4
"314",9011,"52","m","NA","MEX_002","MX","emostable","LF-253",7
"315",9011,"52","m","NA","MEX_002","MX","emostable","LF-254",6
"316",9011,"52","m","NA","MEX_002","MX","emostable","LM-207",8
"317",9011,"52","m","NA","MEX_002","MX","emostable","LM-210",7
"318",9011,"52","m","NA","MEX_002","MX","emostable","LM-211",8
"319",9011,"52","m","NA","MEX_002","MX","emostable","LM-214",5
"320",9011,"52","m","NA","MEX_002","MX","emostable","LM-217",3
"321",9011,"52","m","NA","MEX_002","MX","emostable","LM-219",9
"322",9011,"52","m","NA","MEX_002","MX","emostable","LM-224",8
"323",9011,"52","m","NA","MEX_002","MX","emostable","LM-227",8
"324",9011,"52","m","NA","MEX_002","MX","emostable","LM-231",8
"325",9011,"52","m","NA","MEX_002","MX","emostable","LM-241",6
"326",9011,"52","m","NA","MEX_002","MX","emostable","LM-243",8
"327",9011,"52","m","NA","MEX_002","MX","emostable","LM-247",5
"328",9011,"52","m","NA","MEX_002","MX","emostable","LM-250",8
"329",9011,"52","m","NA","MEX_002","MX","emostable","LM-251",8
"330",9011,"52","m","NA","MEX_002","MX","emostable","LM-252",8
"331",9011,"52","m","NA","MEX_002","MX","emostable","WF-007",6
"332",9011,"52","m","NA","MEX_002","MX","emostable","WF-012",6
"333",9011,"52","m","NA","MEX_002","MX","emostable","WF-015",7
"334",9011,"52","m","NA","MEX_002","MX","emostable","WF-020",8
"335",9011,"52","m","NA","MEX_002","MX","emostable","WF-030",7
"336",9011,"52","m","NA","MEX_002","MX","emostable","WF-031",4
"337",9011,"52","m","NA","MEX_002","MX","emostable","WF-205",6
"338",9011,"52","m","NA","MEX_002","MX","emostable","WF-208",6
"339",9011,"52","m","NA","MEX_002","MX","emostable","WF-210",5
"340",9011,"52","m","NA","MEX_002","MX","emostable","WF-211",4
"341",9011,"52","m","NA","MEX_002","MX","emostable","WF-215",7
"342",9011,"52","m","NA","MEX_002","MX","emostable","WF-220",8
"343",9011,"52","m","NA","MEX_002","MX","emostable","WF-226",7
"344",9011,"52","m","NA","MEX_002","MX","emostable","WF-242",9
"345",9011,"52","m","NA","MEX_002","MX","emostable","WF-252",6
"346",9011,"52","m","NA","MEX_002","MX","emostable","WM-003",8
"347",9011,"52","m","NA","MEX_002","MX","emostable","WM-009",8
"348",9011,"52","m","NA","MEX_002","MX","emostable","WM-016",4
"349",9011,"52","m","NA","MEX_002","MX","emostable","WM-039",5
"350",9011,"52","m","NA","MEX_002","MX","emostable","WM-211",8
"351",9011,"52","m","NA","MEX_002","MX","emostable","WM-213",9
"352",9011,"52","m","NA","MEX_002","MX","emostable","WM-216",5
"353",9011,"52","m","NA","MEX_002","MX","emostable","WM-217",6
"354",9011,"52","m","NA","MEX_002","MX","emostable","WM-229",8
"355",9011,"52","m","NA","MEX_002","MX","emostable","WM-236",6
"356",9011,"52","m","NA","MEX_002","MX","emostable","WM-237",6
"357",9011,"52","m","NA","MEX_002","MX","emostable","WM-242",7
"358",9011,"52","m","NA","MEX_002","MX","emostable","WM-243",3
"359",9011,"52","m","NA","MEX_002","MX","emostable","WM-244",7
"360",9011,"52","m","NA","MEX_002","MX","emostable","WM-256",8
"361",9013,"27","f","NA","MEX_002","MX","mean","AF-203",1
"362",9013,"27","f","NA","MEX_002","MX","mean","AF-204",1
"363",9013,"27","f","NA","MEX_002","MX","mean","AF-205",1
"364",9013,"27","f","NA","MEX_002","MX","mean","AF-209",1
"365",9013,"27","f","NA","MEX_002","MX","mean","AF-211",4
"366",9013,"27","f","NA","MEX_002","MX","mean","AF-212",6
"367",9013,"27","f","NA","MEX_002","MX","mean","AF-222",5
"368",9013,"27","f","NA","MEX_002","MX","mean","AF-224",1
"369",9013,"27","f","NA","MEX_002","MX","mean","AF-228",1
"370",9013,"27","f","NA","MEX_002","MX","mean","AF-229",2
"371",9013,"27","f","NA","MEX_002","MX","mean","AF-230",2
"372",9013,"27","f","NA","MEX_002","MX","mean","AF-245",1
"373",9013,"27","f","NA","MEX_002","MX","mean","AF-248",1
"374",9013,"27","f","NA","MEX_002","MX","mean","AF-250",1
"375",9013,"27","f","NA","MEX_002","MX","mean","AF-255",1
"376",9013,"27","f","NA","MEX_002","MX","mean","AM-201",1
"377",9013,"27","f","NA","MEX_002","MX","mean","AM-202",1
"378",9013,"27","f","NA","MEX_002","MX","mean","AM-204",1
"379",9013,"27","f","NA","MEX_002","MX","mean","AM-205",5
"380",9013,"27","f","NA","MEX_002","MX","mean","AM-209",2
"381",9013,"27","f","NA","MEX_002","MX","mean","AM-210",3
"382",9013,"27","f","NA","MEX_002","MX","mean","AM-211",2
"383",9013,"27","f","NA","MEX_002","MX","mean","AM-225",8
"384",9013,"27","f","NA","MEX_002","MX","mean","AM-229",1
"385",9013,"27","f","NA","MEX_002","MX","mean","AM-231",1
"386",9013,"27","f","NA","MEX_002","MX","mean","AM-237",1
